中国	104.195397	35.86166
中国北京	116.407526	39.90403
中国北京东城	116.427024	39.902446
中国北京西城	116.365868	39.912289
中国北京朝阳	116.443108	39.92147
中国北京丰台	116.287149	39.858427
中国北京石景山	116.222982	39.906611
中国北京海淀	116.298056	39.959912
中国北京门头沟	116.102009	39.940646
中国北京房山	116.143267	39.749144
中国北京通州	116.656437	39.909965
中国北京顺义	116.654651	40.130347
中国北京昌平	116.231204	40.22066
中国北京大兴	116.341395	39.726929
中国北京平谷	117.121383	40.140701
中国北京怀柔	116.63196	40.31657
中国北京密云	116.843177	40.376834
中国北京延庆	115.974848	40.456951
中国天津	117.200983	39.084158
中国天津和平	117.21451	39.116949
中国天津河东	117.251041	39.129499
中国天津河西	117.223372	39.109563
中国天津南开	117.150738	39.138203
中国天津河北	117.209262	39.136331
中国天津红桥	117.151534	39.167346
中国天津滨海新区	117.710776	39.003677
中国天津东丽	117.314324	39.086569
中国天津西青	117.008874	39.141145
中国天津津南	117.357396	38.937857
中国天津北辰	117.13244	39.221484
中国天津宁河	117.824898	39.330613
中国天津武清	117.044414	39.38406
中国天津静海	116.93054	38.932656
中国天津宝坻	117.3362	39.715424
中国天津蓟县	117.40828	40.045865
中国河北	114.468665	38.037057
中国河北石家庄	114.51486	38.042307
中国河北石家庄长安区	114.53906	38.036654
中国河北石家庄桥东区	114.504649	38.047371
中国河北石家庄桥西区	114.461072	38.004041
中国河北石家庄新华区	114.463107	38.050907
中国河北石家庄井陉矿区	114.06341	38.065668
中国河北石家庄裕华区	114.531362	38.006453
中国河北石家庄井陉县	114.145309	38.032038
中国河北石家庄正定县	114.570941	38.146445
中国河北石家庄栾城县	114.648318	37.9002
中国河北石家庄行唐县	114.552692	38.438411
中国河北石家庄灵寿县	114.382645	38.308628
中国河北石家庄高邑县	114.611522	37.615363
中国河北石家庄深泽县	115.20091	38.184072
中国河北石家庄赞皇县	114.386183	37.6656
中国河北石家庄无极县	114.976337	38.179141
中国河北石家庄平山县	113.979207	38.265728
中国河北石家庄元氏县	114.52558	37.766651
中国河北石家庄赵县	114.776185	37.75643
中国河北石家庄辛集市	115.218021	37.943123
中国河北石家庄藁城市	114.847075	38.021567
中国河北石家庄晋州市	115.044185	38.033629
中国河北石家庄新乐市	114.684014	38.343296
中国河北石家庄鹿泉市	114.313672	38.08593
中国河北唐山	118.180194	39.630867
中国河北唐山路南区	118.154354	39.625059
中国河北唐山路北区	118.11847	39.625749
中国河北唐山古冶区	118.447635	39.733578
中国河北唐山开平区	118.261841	39.671001
中国河北唐山丰南区	118.085169	39.576031
中国河北唐山丰润区	118.162216	39.832582
中国河北唐山曹妃甸区	118.460379	39.27307
中国河北唐山滦　县	118.705963	39.758877
中国河北唐山滦南县	118.673961	39.503889
中国河北唐山乐亭县	118.912571	39.425608
中国河北唐山迁西县	118.314715	40.1415
中国河北唐山玉田县	117.734951	39.882062
中国河北唐山遵化市	117.965892	40.189202
中国河北唐山迁安市	118.701144	39.999175
中国河北秦皇岛	119.600493	39.935385
中国河北秦皇岛海港区	119.610464	39.934507
中国河北秦皇岛山海关区	119.775799	39.978849
中国河北秦皇岛北戴河区	119.484522	39.834596
中国河北秦皇岛青龙满族自治县	118.949684	40.407578
中国河北秦皇岛昌黎县	119.162704	39.712818
中国河北秦皇岛抚宁县	119.244848	39.876254
中国河北秦皇岛卢龙县	118.892986	39.891947
中国河北邯郸	114.538962	36.625657
中国河北邯郸邯山区	114.475447	36.602654
中国河北邯郸丛台区	114.4929	36.636438
中国河北邯郸复兴区	114.473025	36.616976
中国河北邯郸峰峰矿区	114.212803	36.419739
中国河北邯郸邯郸县	114.530925	36.593881
中国河北邯郸临漳县	114.619536	36.335026
中国河北邯郸成安县	114.690184	36.442643
中国河北邯郸大名县	115.147814	36.285616
中国河北邯郸涉　县	113.668134	36.577828
中国河北邯郸磁　县	114.38035	36.359285
中国河北邯郸肥乡县	114.814095	36.550411
中国河北邯郸永年县	114.491052	36.77774
中国河北邯郸邱　县	115.186792	36.811133
中国河北邯郸鸡泽县	114.878299	36.92035
中国河北邯郸广平县	114.948607	36.483484
中国河北邯郸馆陶县	115.299524	36.535537
中国河北邯郸魏　县	114.938622	36.354988
中国河北邯郸曲周县	114.945113	36.780175
中国河北邯郸武安市	114.203697	36.696506
中国河北邢台	114.504844	37.070589
中国河北邢台桥东区	114.491962	37.069869
中国河北邢台桥西区	114.468435	37.059882
中国河北邢台邢台县	114.561132	37.05073
中国河北邢台临城县	114.498762	37.444499
中国河北邢台内丘县	114.512128	37.286669
中国河北邢台柏乡县	114.693426	37.482423
中国河北邢台隆尧县	114.770419	37.350173
中国河北邢台任　县	114.682888	37.128897
中国河北邢台南和县	114.683762	37.005041
中国河北邢台宁晋县	114.919301	37.619886
中国河北邢台巨鹿县	115.037478	37.221112
中国河北邢台新河县	115.24207	37.528719
中国河北邢台广宗县	115.142607	37.07466
中国河北邢台平乡县	115.030076	37.063148
中国河北邢台威　县	115.26678	36.975377
中国河北邢台清河县	115.667209	37.039991
中国河北邢台临西县	115.501048	36.870813
中国河北邢台南宫市	115.408748	37.359264
中国河北邢台沙河市	114.503335	36.854922
中国河北保定	115.464806	38.873891
中国河北保定新市区	115.458669	38.877561
中国河北保定北市区	115.4799	38.86289
中国河北保定南市区	115.528698	38.854768
中国河北保定满城县	115.322351	38.948955
中国河北保定清苑县	115.494287	38.771863
中国河北保定涞水县	115.713905	39.394317
中国河北保定阜平县	114.195105	38.849152
中国河北保定徐水县	115.655862	39.018547
